m_bestof,0.000523389
m_rd_num,0.000236494
p_1st_ret_opp_1st_sv_pts_won%_l10_tw_ss_IO_SOS_adj_diff,0.000261286
p_1st_ret_opp_1st_sv_pts_won%_l10_tw_ss_IO_SOS_csp_adj_diff,0.000388625
p_1st_ret_opp_1st_sv_pts_won%_l10_tw_ss_SOS_adj_diff,0.000192414
p_1st_ret_opp_1st_sv_pts_won%_l10_tw_ss_SOS_csp_adj_diff,0.000871437
p_1st_ret_opp_1st_sv_pts_won%_l60_tw_ss_IO_SOS_adj_diff,0.000722084
p_1st_ret_opp_1st_sv_pts_won%_l60_tw_ss_IO_SOS_csp_adj_diff,0.000788021
p_1st_ret_opp_1st_sv_pts_won%_l60_tw_ss_SOS_adj_diff,0.001564511
p_1st_ret_opp_1st_sv_pts_won%_l60_tw_ss_SOS_csp_adj_diff,0.001379163
p_1st_ret_pts_won%_l10_tw_ss_diff,0.00029602
p_1st_ret_pts_won%_l10_tw_ss_IO_diff,0.000567823
p_1st_ret_pts_won%_l10_tw_ss_IO_SOS_adj_diff,0
p_1st_ret_pts_won%_l10_tw_ss_IO_SOS_csp_adj_diff,0.001441115
p_1st_ret_pts_won%_l10_tw_ss_SOS_adj_diff,0.00094042
p_1st_ret_pts_won%_l10_tw_ss_SOS_csp_adj_diff,0.001302094
p_1st_ret_pts_won%_l60_tw_ss_diff,0.000493751
p_1st_ret_pts_won%_l60_tw_ss_IO_diff,0.000970906
p_1st_ret_pts_won%_l60_tw_ss_IO_SOS_adj_diff,0
p_1st_ret_pts_won%_l60_tw_ss_IO_SOS_csp_adj_diff,0.006263601
p_1st_ret_pts_won%_l60_tw_ss_SOS_adj_diff,0
p_1st_ret_pts_won%_l60_tw_ss_SOS_csp_adj_diff,0.00280296
p_1st_sv%_l10_tw_ss_diff,0.000290251
p_1st_sv%_l10_tw_ss_IO_diff,0.000260667
p_1st_sv%_l10_tw_ss_IO_SOS_adj_diff,0.001715127
p_1st_sv%_l10_tw_ss_IO_SOS_csp_adj_diff,0.002472709
p_1st_sv%_l10_tw_ss_SOS_adj_diff,0.00090336
p_1st_sv%_l10_tw_ss_SOS_csp_adj_diff,0.00169931
p_1st_sv%_l60_tw_ss_diff,0.000683593
p_1st_sv%_l60_tw_ss_IO_diff,0.001213984
p_1st_sv%_l60_tw_ss_IO_SOS_adj_diff,0.000375714
p_1st_sv%_l60_tw_ss_IO_SOS_csp_adj_diff,0.001062924
p_1st_sv%_l60_tw_ss_SOS_adj_diff,0.000785195
